Dice Held,Dice On Table,Rolls Left,Action,Action Value,Q-Value
(),"(1, 3, 4, 5, 5)",2,Action.HOLD,"(5, 5)",0
(),"(1, 3, 4, 5, 5)",2,Action.SCORE,Category.YAHTZEE,0
(),"(1, 3, 4, 5, 5)",2,Action.ROLL,,-99.94780050068702
(),"(1, 3, 4, 5, 5)",2,Action.SCORE,Category.CHANCE,75.53307940307822
(),"(1, 3, 4, 5, 5)",2,Action.RELEASE,,12.048101682659915
(),"(2, 4, 4, 5, 6)",1,Action.ROLL,,4.906467297828742
(),"(2, 4, 4, 5, 6)",1,Action.SCORE,Category.CHANCE,209.7681876334065
(),"(2, 2, 3, 4, 5)",0,Action.SCORE,Category.SIXES,0.0
(),"(2, 2, 3, 4, 5)",0,Action.ROLL,,0.0
(),"(1, 1, 3, 5, 6)",2,Action.HOLD,"(5,)",0
(),"(1, 1, 3, 5, 6)",2,Action.ROLL,,-99.94051481623248
(),"(1, 1, 3, 5, 6)",2,Action.SCORE,Category.FULL_HOUSE,0
(),"(1, 1, 3, 5, 6)",2,Action.SCORE,Category.CHANCE,54.27580673955161
(),"(1, 1, 3, 5, 6)",2,Action.RELEASE,,13.041769984100508
"(5,)","(1, 1, 3, 6)",2,Action.SCORE,Category.CHANCE,-8.57653937286449
"(5,)","(1, 1, 3, 6)",2,Action.HOLD,"(1,)",0
"(5,)","(1, 1, 3, 6)",2,Action.ROLL,,0
"(5,)","(1, 1, 3, 6)",2,Action.RELEASE,"(5,)",-25.531406911566684
"(5,)","(1, 1, 3, 6)",2,Action.HOLD,"(5,)",191.95157837342722
"(5,)","(1, 3, 3, 4)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(5,)","(1, 3, 3, 4)",1,Action.ROLL,,2.9701000000000004
"(5,)","(1, 3, 3, 4)",1,Action.SCORE,Category.CHANCE,3.184
"(5,)","(1, 1, 2, 5)",0,Action.SCORE,Category.CHANCE,121.33373106500498
"(5,)","(1, 1, 2, 5)",0,Action.ROLL,,0.0
(),"(1, 2, 3, 4, 4)",2,Action.ROLL,,-99.9279987377258
(),"(1, 2, 3, 4, 4)",2,Action.HOLD,"(1, 2, 3)",0
(),"(1, 2, 3, 4, 4)",2,Action.SCORE,Category.YAHTZEE,0
(),"(1, 2, 3, 4, 4)",2,Action.SCORE,Category.SMALL_STRAIGHT,199.37385157260556
(),"(1, 2, 3, 4, 4)",2,Action.RELEASE,,11.763622848442896
(),"(2, 2, 2, 4, 6)",1,Action.SCORE,Category.THREES,0.0
(),"(2, 2, 2, 4, 6)",1,Action.ROLL,,1.8285996138334861
(),"(2, 2, 2, 4, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,139.61386597139864
(),"(2, 4, 4, 5, 6)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(2, 4, 4, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 2, 4, 4, 5)",2,Action.HOLD,"(1, 4)",0
(),"(1, 2, 4, 4, 5)",2,Action.ROLL,,-99.91876975276574
(),"(1, 2, 4, 4, 5)",2,Action.SCORE,Category.CHANCE,57.86363516935786
(),"(1, 2, 4, 4, 5)",2,Action.RELEASE,,16.72089267129545
(),"(1, 2, 3, 5, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(1, 2, 3, 5, 6)",1,Action.ROLL,,2.5929067436156057
(),"(1, 2, 3, 5, 6)",1,Action.SCORE,Category.CHANCE,169.99977331600928
(),"(1, 2, 4, 5, 6)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(1, 2, 4, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 3, 5, 5, 6)",2,Action.HOLD,"(1, 3, 5, 6)",0
(),"(1, 3, 5, 5, 6)",2,Action.SCORE,Category.CHANCE,99.96223336679746
(),"(1, 3, 5, 5, 6)",2,Action.ROLL,,-99.97416966972816
(),"(2, 3, 4, 6, 6)",1,Action.ROLL,,3.0797644414445022
(),"(2, 3, 4, 6, 6)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(2, 3, 4, 6, 6)",1,Action.SCORE,Category.CHANCE,209.81881347227505
(),"(1, 4, 4, 4, 5)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(1, 4, 4, 4, 5)",0,Action.ROLL,,0.0
(),"(3, 5, 5, 5, 5)",2,Action.SCORE,Category.LARGE_STRAIGHT,-1.0
(),"(3, 5, 5, 5, 5)",2,Action.HOLD,"(3, 5, 5, 5)",0
(),"(3, 5, 5, 5, 5)",2,Action.ROLL,,-45.83149240331462
(),"(3, 5, 5, 5, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,35.75255632547903
(),"(2, 2, 2, 3, 5)",1,Action.SCORE,Category.FOURS,0
(),"(2, 2, 2, 3, 5)",1,Action.ROLL,,2.300129451351146
(),"(2, 2, 2, 3, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,116.83523660693712
(),"(3, 4, 4, 4, 6)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(3, 4, 4, 4, 6)",0,Action.ROLL,,0.0
(),"(1, 2, 2, 2, 5)",2,Action.HOLD,"(2, 2, 5)",0
(),"(1, 2, 2, 2, 5)",2,Action.SCORE,Category.YAHTZEE,0
(),"(1, 2, 2, 2, 5)",2,Action.ROLL,,-90.28673703099507
(),"(1, 2, 2, 2, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,12.755464962502387
(),"(1, 2, 2, 2, 5)",2,Action.RELEASE,,6.984039559924757
(),"(3, 3, 4, 4, 6)",1,Action.ROLL,,1.4797782609676207
(),"(3, 3, 4, 4, 6)",1,Action.SCORE,Category.YAHTZEE,0
(),"(3, 3, 4, 4, 6)",1,Action.SCORE,Category.CHANCE,190.57830256565808
(),"(1, 2, 4, 6, 6)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
(),"(1, 2, 4, 6, 6)",0,Action.ROLL,,0.0
(),"(2, 2, 4, 4, 4)",2,Action.ROLL,,-68.20109361808565
(),"(2, 2, 4, 4, 4)",2,Action.HOLD,"(2, 4, 4)",0
(),"(2, 2, 4, 4, 4)",2,Action.SCORE,Category.SIXES,0
(),"(2, 2, 4, 4, 4)",2,Action.SCORE,Category.FULL_HOUSE,99.3368398651647
(),"(1, 2, 2, 3, 6)",1,Action.ROLL,,2.3386913420703057
(),"(1, 2, 2, 3, 6)",1,Action.SCORE,Category.SIXES,59.95657430982855
(),"(1, 2, 3, 4, 6)",0,Action.SCORE,Category.ONES,9.999999999999908
(),"(1, 2, 3, 4, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 3, 4, 6)",2,Action.ROLL,,-99.9613880108675
(),"(1, 1, 3, 4, 6)",2,Action.SCORE,Category.FOURS,-0.3478177339526405
(),"(1, 1, 3, 4, 6)",2,Action.HOLD,"(1, 4, 6)",0
(),"(1, 1, 3, 4, 6)",2,Action.SCORE,Category.CHANCE,49.95090516660994
(),"(1, 1, 3, 4, 6)",2,Action.RELEASE,,2.892076159401
(),"(1, 3, 4, 5, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(1, 3, 4, 5, 5)",1,Action.ROLL,,4.946616402080096
(),"(1, 3, 4, 5, 5)",1,Action.SCORE,Category.CHANCE,179.64592671881726
(),"(2, 2, 3, 3, 6)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
(),"(2, 2, 3, 3, 6)",0,Action.ROLL,,0.0
(),"(1, 4, 5, 5, 6)",2,Action.ROLL,,-99.9503587955436
(),"(1, 4, 5, 5, 6)",2,Action.SCORE,Category.TWOS,-1.0
(),"(1, 4, 5, 5, 6)",2,Action.HOLD,"(5, 5)",0
(),"(1, 4, 5, 5, 6)",2,Action.RELEASE,,14.892839765498747
(),"(1, 4, 5, 5, 6)",2,Action.SCORE,Category.CHANCE,105.7559021290689
"(5, 5)","(1, 4, 6)",2,Action.ROLL,,0
"(5, 5)","(1, 4, 6)",2,Action.HOLD,"(6,)",0
"(5, 5)","(1, 4, 6)",2,Action.RELEASE,"(5,)",0
"(5, 5)","(1, 4, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,0
"(5, 5)","(1, 4, 6)",2,Action.HOLD,"(5, 5)",770.9256047568972
"(5, 5)","(1, 4, 6)",2,Action.SCORE,Category.CHANCE,19.170173406430177
"(1, 5, 5, 6)","(4,)",2,Action.RELEASE,"(1, 5)",0
"(1, 5, 5, 6)","(4,)",2,Action.HOLD,"(4,)",0
"(1, 5, 5, 6)","(4,)",2,Action.SCORE,Category.FIVES,8.9
"(1, 5, 5, 6)","(4,)",2,Action.ROLL,,0
"(1, 5, 5, 6)","(4,)",2,Action.HOLD,"(1, 6)",67.6033492355416
"(1, 5, 5, 6)","(4,)",2,Action.SCORE,Category.CHANCE,4.185088770010321
"(1, 5, 5, 6)","(4,)",2,Action.HOLD,"(6,)",14.144536976527682
"(1, 5, 5, 6)","(4,)",2,Action.HOLD,"(1,)",11.029906272709658
"(1, 5, 5, 6)","(4,)",2,Action.HOLD,"(5,)",4.4
"(1, 4, 5, 5, 6)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,0
"(1, 4, 5, 5, 6)",(),2,Action.HOLD,"(4,)",61.05605837549515
"(1, 4, 5, 5, 6)",(),2,Action.SCORE,Category.CHANCE,104.58441074377514
"(1, 4, 5, 5, 6)",(),2,Action.HOLD,"(1,)",75.0293152857505
"(1, 4, 5, 5, 6)",(),2,Action.HOLD,"(6,)",85.2098178785535
"(1, 4, 5, 5, 6)",(),2,Action.HOLD,"(5,)",32.36121732148
(),"(1, 2, 3, 4, 6)",2,Action.HOLD,"(2, 6)",0
(),"(1, 2, 3, 4, 6)",2,Action.SCORE,Category.FOURS,0.8633631935999996
(),"(1, 2, 3, 4, 6)",2,Action.ROLL,,-99.99997560393312
(),"(1, 2, 3, 4, 6)",2,Action.RELEASE,,18.92800068868505
(),"(1, 2, 3, 4, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,195.51909388722387
"(2, 6)","(1, 3, 4)",2,Action.HOLD,"(4,)",0
"(2, 6)","(1, 3, 4)",2,Action.RELEASE,"(2,)",0
"(2, 6)","(1, 3, 4)",2,Action.ROLL,,0
"(2, 6)","(1, 3, 4)",2,Action.SCORE,Category.ONES,1
"(2, 6)","(1, 3, 4)",2,Action.HOLD,"(2, 6)",256.9403501604229
"(2, 6)","(1, 3, 4)",2,Action.SCORE,Category.SMALL_STRAIGHT,111.7378669889365
"(2, 6)","(1, 3, 4)",2,Action.HOLD,"(6,)",2.4000000000000004
"(2, 6)","(4, 5, 5)",1,Action.ROLL,,3.9112890498999997
"(2, 6)","(4, 5, 5)",1,Action.SCORE,Category.YAHTZEE,0
"(2, 6)","(4, 5, 5)",1,Action.SCORE,Category.CHANCE,24.995328222451562
"(2, 6)","(2, 3, 3)",0,Action.SCORE,Category.TWOS,25.28247372078822
"(2, 6)","(2, 3, 3)",0,Action.ROLL,,0.0
(),"(2, 4, 4, 4, 5)",2,Action.SCORE,Category.CHANCE,85.19724424737541
(),"(2, 4, 4, 4, 5)",2,Action.ROLL,,-91.72956676235269
(),"(2, 4, 4, 4, 5)",2,Action.HOLD,"(2, 4, 4, 5)",0
"(2, 4, 4, 4, 5)",(),2,Action.SCORE,Category.CHANCE,56.69563723334708
"(2, 4, 4, 4, 5)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,85.69988504282513
(),"(3, 5, 5, 5, 6)",2,Action.ROLL,,-93.02849459598903
(),"(3, 5, 5, 5, 6)",2,Action.HOLD,"(5, 5, 5, 6)",0
(),"(3, 5, 5, 5, 6)",2,Action.SCORE,Category.FIVES,38.26750456567963
(),"(3, 5, 5, 5, 6)",2,Action.RELEASE,,8.608200819434087
"(5, 5, 5, 6)","(3,)",2,Action.SCORE,Category.TWOS,0
"(5, 5, 5, 6)","(3,)",2,Action.HOLD,"(3,)",0
"(5, 5, 5, 6)","(3,)",2,Action.ROLL,,0
"(5, 5, 5, 6)","(3,)",2,Action.RELEASE,"(5, 6)",0
"(5, 5, 5, 6)","(3,)",2,Action.HOLD,"(5, 5, 5, 6)",1118.2404933874843
"(5, 5, 5, 6)","(3,)",2,Action.SCORE,Category.THREE_OF_A_KIND,20.73893035036793
"(3, 5, 5, 5, 6)",(),2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(3, 5, 5, 5, 6)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,135.31593445068262
"(3, 5, 5, 5, 6)",(),2,Action.HOLD,"(3,)",125.26491583100622
(),"(1, 2, 3, 3, 4)",2,Action.HOLD,"(3,)",0
(),"(1, 2, 3, 3, 4)",2,Action.SCORE,Category.FIVES,0
(),"(1, 2, 3, 3, 4)",2,Action.ROLL,,-99.97200706714675
(),"(1, 2, 3, 3, 4)",2,Action.SCORE,Category.SMALL_STRAIGHT,196.8043595742148
(),"(1, 2, 3, 3, 4)",2,Action.RELEASE,,25.03542102525882
"(3, 3)","(1, 2, 4)",2,Action.HOLD,"(2, 4)",0
"(3, 3)","(1, 2, 4)",2,Action.ROLL,,0
"(3, 3)","(1, 2, 4)",2,Action.SCORE,Category.SIXES,0
"(3, 3)","(1, 2, 4)",2,Action.RELEASE,"(3,)",0
"(3, 3)","(1, 2, 4)",2,Action.HOLD,"(3, 3)",534.0295064710509
"(3, 3)","(1, 2, 4)",2,Action.SCORE,Category.SMALL_STRAIGHT,95.6439061294534
"(3, 3)","(1, 5, 6)",1,Action.SCORE,Category.YAHTZEE,0
"(3, 3)","(1, 5, 6)",1,Action.ROLL,,7.669131141212562
"(3, 3)","(1, 5, 6)",1,Action.SCORE,Category.CHANCE,25.189496164568066
"(3, 3)","(3, 5, 6)",0,Action.SCORE,Category.TWOS,0.0
"(3, 3)","(3, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 1, 1, 4)",2,Action.SCORE,Category.FIVES,-1.0
(),"(1, 1, 1, 1, 4)",2,Action.HOLD,"(1,)",0
(),"(1, 1, 1, 1, 4)",2,Action.ROLL,,-48.48628825761964
(),"(1, 1, 1, 1, 4)",2,Action.SCORE,Category.THREE_OF_A_KIND,-7.3387014238917425
(),"(1, 1, 1, 1, 4)",2,Action.RELEASE,,0.0
"(1, 1, 1, 1)","(4,)",2,Action.RELEASE,"(1, 1, 1)",0
"(1, 1, 1, 1)","(4,)",2,Action.SCORE,Category.SIXES,0
"(1, 1, 1, 1)","(4,)",2,Action.HOLD,"(4,)",0
"(1, 1, 1, 1)","(4,)",2,Action.ROLL,,0
"(1, 1, 1, 1)","(4,)",2,Action.HOLD,"(1, 1, 1, 1)",293.07936694972807
"(1, 1, 1, 1)","(4,)",2,Action.SCORE,Category.THREE_OF_A_KIND,-7.191562241161201
"(1, 1, 1, 1)","(4,)",1,Action.ROLL,,4.900995010000001
"(1, 1, 1, 1)","(4,)",1,Action.SCORE,Category.YAHTZEE,0
"(1, 1, 1, 1)","(4,)",1,Action.SCORE,Category.THREE_OF_A_KIND,8.372939659302686
"(1, 1, 1, 1)","(4,)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(1, 1, 1, 1)","(4,)",0,Action.ROLL,,0.0
(),"(2, 2, 2, 3, 4)",2,Action.HOLD,"(2,)",0
(),"(2, 2, 2, 3, 4)",2,Action.ROLL,,-94.18218280232918
(),"(2, 2, 2, 3, 4)",2,Action.SCORE,Category.TWOS,-0.2725378070786348
(),"(2, 2, 2, 3, 4)",2,Action.SCORE,Category.THREE_OF_A_KIND,25.47114122151461
(),"(2, 2, 2, 3, 4)",2,Action.RELEASE,,10.327279964592925
"(2, 2, 2)","(3, 4)",2,Action.ROLL,,0
"(2, 2, 2)","(3, 4)",2,Action.RELEASE,"(2,)",0
"(2, 2, 2)","(3, 4)",2,Action.SCORE,Category.FULL_HOUSE,0
"(2, 2, 2)","(3, 4)",2,Action.HOLD,"(4,)",0
"(2, 2, 2)","(3, 4)",2,Action.HOLD,"(2, 2, 2)",759.9500236191777
"(2, 2, 2)","(3, 4)",2,Action.SCORE,Category.THREE_OF_A_KIND,-18.131998555311206
"(2, 2, 2)","(3, 4)",2,Action.RELEASE,"(2, 2, 2)",-17.402240333119977
(),"(1, 2, 6, 6, 6)",1,Action.ROLL,,1.7183736681774053
(),"(1, 2, 6, 6, 6)",1,Action.SCORE,Category.FIVES,0
(),"(1, 2, 6, 6, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,190.79582703041717
(),"(3, 5, 5, 5, 5)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(3, 5, 5, 5, 5)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 3, 5)",2,Action.HOLD,"(1, 2, 3)",0
(),"(1, 1, 2, 3, 5)",2,Action.SCORE,Category.FULL_HOUSE,0
(),"(1, 1, 2, 3, 5)",2,Action.ROLL,,-99.96401110291585
(),"(1, 1, 2, 3, 5)",2,Action.SCORE,Category.CHANCE,19.64466009030844
(),"(1, 1, 2, 3, 5)",2,Action.RELEASE,,1.95059601
"(1, 1, 2, 3)","(5,)",2,Action.ROLL,,0
"(1, 1, 2, 3)","(5,)",2,Action.RELEASE,"(1,)",0
"(1, 1, 2, 3)","(5,)",2,Action.HOLD,"(5,)",0
"(1, 1, 2, 3)","(5,)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1, 1, 2, 3)","(5,)",2,Action.HOLD,"(1, 1, 2, 3)",508.9428238859141
"(1, 1, 2, 3)","(5,)",2,Action.SCORE,Category.CHANCE,-35.913962120116864
"(1, 1, 2, 3)","(1,)",1,Action.SCORE,Category.FIVES,0
"(1, 1, 2, 3)","(1,)",1,Action.ROLL,,23.933334171208273
"(1, 1, 2, 3)","(1,)",1,Action.SCORE,Category.THREE_OF_A_KIND,47.29438604619605
"(1, 1, 2, 3)","(3,)",0,Action.SCORE,Category.FIVES,0.0
"(1, 1, 2, 3)","(3,)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 2, 4)",2,Action.HOLD,"(1, 1, 2)",0
(),"(1, 1, 2, 2, 4)",2,Action.ROLL,,-97.31669490601145
(),"(1, 1, 2, 2, 4)",2,Action.SCORE,Category.SIXES,0
(),"(1, 1, 2, 2, 4)",2,Action.SCORE,Category.CHANCE,-8.081851812271921
"(1, 1, 2, 2)","(4,)",2,Action.ROLL,,0
"(1, 1, 2, 2)","(4,)",2,Action.RELEASE,"(1, 1, 2)",0
"(1, 1, 2, 2)","(4,)",2,Action.HOLD,"(4,)",0
"(1, 1, 2, 2)","(4,)",2,Action.SCORE,Category.THREES,0
"(1, 1, 2, 2)","(4,)",2,Action.HOLD,"(1, 1, 2, 2)",420.8669501842161
"(1, 1, 2, 2)","(4,)",2,Action.SCORE,Category.CHANCE,-34.71114752774547
(),"(1, 3, 3, 3, 6)",1,Action.SCORE,Category.FULL_HOUSE,0
(),"(1, 3, 3, 3, 6)",1,Action.ROLL,,3.0539473380189652
(),"(1, 3, 3, 3, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,145.9447985295763
(),"(3, 3, 4, 5, 6)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
(),"(3, 3, 4, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 3, 5)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(1, 1, 2, 3, 5)",1,Action.ROLL,,1.7742472947494785
(),"(1, 1, 2, 3, 5)",1,Action.SCORE,Category.CHANCE,119.68407699389114
(),"(1, 2, 2, 3, 5)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(1, 2, 2, 3, 5)",0,Action.ROLL,,0.0
(),"(1, 2, 2, 3, 4)",2,Action.ROLL,,-99.9564387994825
(),"(1, 2, 2, 3, 4)",2,Action.SCORE,Category.SMALL_STRAIGHT,198.51893980454958
(),"(1, 2, 2, 3, 4)",2,Action.HOLD,"(2, 4)",0
(),"(1, 2, 2, 3, 4)",2,Action.RELEASE,,11.547316888550961
"(2, 2, 4)","(1, 3)",2,Action.SCORE,Category.TWOS,4
"(2, 2, 4)","(1, 3)",2,Action.ROLL,,0
"(2, 2, 4)","(1, 3)",2,Action.RELEASE,"(2, 2)",0
"(2, 2, 4)","(1, 3)",2,Action.HOLD,"(1,)",0
"(2, 2, 4)","(1, 3)",2,Action.HOLD,"(2, 2, 4)",567.4488569534215
"(2, 2, 4)","(1, 3)",2,Action.SCORE,Category.SMALL_STRAIGHT,67.1650204682114
"(2, 2, 4)","(5, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,0
"(2, 2, 4)","(5, 6)",1,Action.ROLL,,5.76639019173591
"(2, 2, 4)","(5, 6)",1,Action.SCORE,Category.CHANCE,1.9000000000000001
"(2, 2, 4)","(1, 2)",0,Action.SCORE,Category.THREE_OF_A_KIND,86.47833707595898
"(2, 2, 4)","(1, 2)",0,Action.ROLL,,0.0
(),"(1, 4, 5, 5, 5)",2,Action.HOLD,"(5,)",0
(),"(1, 4, 5, 5, 5)",2,Action.ROLL,,-92.13490028263519
(),"(1, 4, 5, 5, 5)",2,Action.SCORE,Category.CHANCE,86.60689161669677
(),"(1, 4, 5, 5, 5)",2,Action.RELEASE,,5.89126462244455
(),"(1, 2, 3, 4, 4)",1,Action.SCORE,Category.SIXES,0.0
(),"(1, 2, 3, 4, 4)",1,Action.ROLL,,3.035660002743007
(),"(1, 2, 3, 4, 4)",1,Action.SCORE,Category.SMALL_STRAIGHT,299.8841640326028
(),"(1, 2, 3, 4, 4)",0,Action.SCORE,Category.FOURS,79.99999999999926
(),"(1, 2, 3, 4, 4)",0,Action.ROLL,,0.0
(),"(1, 2, 2, 2, 3)",2,Action.ROLL,,-93.7581445220176
(),"(1, 2, 2, 2, 3)",2,Action.SCORE,Category.FULL_HOUSE,-1.0
(),"(1, 2, 2, 2, 3)",2,Action.HOLD,"(2, 2, 3)",0
(),"(1, 2, 2, 2, 3)",2,Action.SCORE,Category.THREE_OF_A_KIND,-10.959803981303118
(),"(1, 2, 2, 2, 3)",2,Action.RELEASE,,0.0
"(2, 2, 2, 3)","(1,)",2,Action.HOLD,"(1,)",0
"(2, 2, 2, 3)","(1,)",2,Action.SCORE,Category.FOURS,0
"(2, 2, 2, 3)","(1,)",2,Action.RELEASE,"(2, 2, 3)",0
"(2, 2, 2, 3)","(1,)",2,Action.ROLL,,0
"(2, 2, 2, 3)","(1,)",2,Action.HOLD,"(2, 2, 2, 3)",540.545394731313
"(2, 2, 2, 3)","(1,)",2,Action.SCORE,Category.THREE_OF_A_KIND,-29.0965335082138
(),"(1, 4, 5, 6, 6)",0,Action.SCORE,Category.THREES,0.0
(),"(1, 4, 5, 6, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 2, 6)",2,Action.SCORE,Category.ONES,-0.6218000000000001
(),"(1, 1, 2, 2, 6)",2,Action.HOLD,"(1,)",0
(),"(1, 1, 2, 2, 6)",2,Action.ROLL,,-98.73727246747026
(),"(1, 1, 2, 2, 6)",2,Action.SCORE,Category.CHANCE,14.750639172350883
(),"(1, 1, 2, 2, 6)",2,Action.RELEASE,,7.6410994186676
"(1, 1)","(2, 2, 6)",2,Action.ROLL,,0
"(1, 1)","(2, 2, 6)",2,Action.HOLD,"(2, 2)",0
"(1, 1)","(2, 2, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1, 1)","(2, 2, 6)",2,Action.RELEASE,"(1,)",0
"(1, 1)","(2, 2, 6)",2,Action.HOLD,"(1, 1)",275.8636322084603
"(1, 1)","(2, 2, 6)",2,Action.SCORE,Category.CHANCE,-31.645885908887
"(1, 1)","(2, 2, 6)",2,Action.RELEASE,"(1, 1)",-38.70987590421324
"(1, 1)","(2, 2, 4)",1,Action.SCORE,Category.THREE_OF_A_KIND,0
"(1, 1)","(2, 2, 4)",1,Action.ROLL,,5.832869199301
"(1, 1)","(2, 2, 4)",1,Action.SCORE,Category.CHANCE,1.0
"(1, 1)","(1, 3, 4)",0,Action.SCORE,Category.SIXES,0.0
"(1, 1)","(1, 3, 4)",0,Action.ROLL,,0.0
(),"(2, 2, 2, 2, 4)",2,Action.ROLL,,-43.039879752284065
(),"(2, 2, 2, 2, 4)",2,Action.SCORE,Category.FOUR_OF_A_KIND,15.011796840870401
(),"(2, 2, 2, 2, 4)",2,Action.HOLD,"(2, 2, 2, 4)",0
"(2, 2, 2, 2, 4)",(),2,Action.SCORE,Category.TWOS,7.4428
"(2, 2, 2, 2, 4)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,15.33416268368087
(),"(1, 1, 3, 3, 4)",2,Action.ROLL,,-98.34362222034066
(),"(1, 1, 3, 3, 4)",2,Action.HOLD,"(1,)",0
(),"(1, 1, 3, 3, 4)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(1, 1, 3, 3, 4)",2,Action.SCORE,Category.CHANCE,13.236316056046459
(),"(1, 1, 3, 3, 4)",2,Action.RELEASE,,7.671910663875241
(),"(1, 2, 3, 6, 6)",1,Action.ROLL,,3.3873589710301504
(),"(1, 2, 3, 6, 6)",1,Action.SCORE,Category.YAHTZEE,0
(),"(1, 2, 3, 6, 6)",1,Action.SCORE,Category.CHANCE,179.75092796649105
(),"(2, 3, 3, 5, 6)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
(),"(2, 3, 3, 5, 6)",0,Action.ROLL,,0.0
(),"(4, 4, 6, 6, 6)",2,Action.ROLL,,-72.9245740488006
(),"(4, 4, 6, 6, 6)",2,Action.SCORE,Category.CHANCE,123.42538634245885
(),"(4, 4, 6, 6, 6)",2,Action.HOLD,"(4,)",0
(),"(4, 4, 6, 6, 6)",2,Action.RELEASE,,4.092195645299984
(),"(4, 5, 5, 6, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,0.0
(),"(4, 5, 5, 6, 6)",1,Action.ROLL,,3.579098174526043
(),"(4, 5, 5, 6, 6)",1,Action.SCORE,Category.CHANCE,245.46971283382098
(),"(1, 1, 2, 3, 4)",0,Action.SCORE,Category.ONES,19.999999999999815
(),"(1, 1, 2, 3, 4)",0,Action.ROLL,,0.0
(),"(1, 2, 3, 5, 6)",2,Action.ROLL,,-99.99998432280438
(),"(1, 2, 3, 5, 6)",2,Action.HOLD,"(3, 6)",0
(),"(1, 2, 3, 5, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(1, 2, 3, 5, 6)",2,Action.SCORE,Category.CHANCE,69.03696158528788
(),"(1, 2, 3, 5, 6)",2,Action.RELEASE,,16.563196013809744
"(3, 6)","(1, 2, 5)",2,Action.ROLL,,0
"(3, 6)","(1, 2, 5)",2,Action.RELEASE,"(3,)",0
"(3, 6)","(1, 2, 5)",2,Action.HOLD,"(5,)",0
"(3, 6)","(1, 2, 5)",2,Action.SCORE,Category.FULL_HOUSE,0
"(3, 6)","(1, 2, 5)",2,Action.HOLD,"(3, 6)",279.24629317553746
"(3, 6)","(1, 2, 5)",2,Action.SCORE,Category.CHANCE,-11.626904485952554
"(3, 6)","(1, 2, 5)",2,Action.RELEASE,"(3, 6)",-101.07262405666901
"(3, 6)","(1, 2, 5)",2,Action.HOLD,"(3,)",92.27090828774226
"(1, 2, 3, 6)","(5,)",2,Action.SCORE,Category.FOURS,0
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(5,)",0
"(1, 2, 3, 6)","(5,)",2,Action.RELEASE,"(6,)",0
"(1, 2, 3, 6)","(5,)",2,Action.ROLL,,0
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(1, 2)",105.6638187645301
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(2,)",13.22536118637695
"(1, 2, 3, 6)","(5,)",2,Action.SCORE,Category.CHANCE,-4.018934741842033
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(6,)",9.140723445766392
